date,AAPL,IBM,HD,SO,SPX
2011-01-26,12.28,153.8196,37.42,38.16,1296.63
2011-01-27,12.257,153.8483,37.98,38.16,1299.54
2011-01-28,12.004,152.0717,36.7,37.77,1276.34
2011-01-31,12.119,154.7366,36.77,37.62,1286.12
2011-02-01,12.323,156.2266,36.99,37.94,1307.59
2011-02-02,12.297,155.9783,36.56,37.62,1304.03
2011-02-03,12.266,156.198,36.7,37.59,1307.1
2011-02-04,12.375,156.6469,36.8,37.34,1310.87
2011-02-07,12.567,157.4301,36.6,37.47,1319.05
2011-02-08,12.686,158.605,37.16,37.36,1324.57
2011-02-09,12.791,157.2678,37.17,37.59,1320.88
2011-02-10,12.662,156.7329,37.31,37.37,1321.87
2011-02-11,12.745,156.5036,37.48,38.03,1329.15
2011-02-14,12.828,155.9019,37.58,37.97,1332.32
2011-02-15,12.854,155.5389,37.69,38.14,1328.01
2011-02-16,12.969,156.0738,37.86,37.88,1336.32
2011-02-17,12.796,156.8761,38.18,37.82,1340.43
2011-02-18,12.52,157.4492,38.48,37.87,1343.01
2011-02-22,12.093,154.6888,38.09,37.89,1315.45
2011-02-23,12.236,152.9982,37.3,37.8,1307.4
2011-02-24,12.246,153.5617,37.14,37.75,1306.1
2011-02-25,12.434,155.004,37.08,38.06,1319.88
2011-02-28,12.615,154.6219,37.47,38.11,1327.22
2011-03-01,12.475,152.7976,36.76,37.71,1306.33
2011-03-02,12.576,152.9791,36.66,37.83,1308.44
2011-03-03,12.841,156.1502,37.55,38.21,1330.97
2011-03-04,12.857,154.5742,37.22,37.97,1321.15
2011-03-07,12.691,152.7594,36.87,38.07,1310.13
2011-03-08,12.706,155.004,37.04,38.39,1321.82
2011-03-09,12.588,158.4235,37.67,38.51,1320.03
2011-03-10,12.381,154.7557,37.07,38.41,1295.11
2011-03-11,12.571,155.1473,37.14,38.28,1304.28
2011-03-14,12.627,154.1539,36.68,37.65,1296.39
2011-03-15,12.337,151.8902,36.29,37.01,1281.87
2011-03-16,11.786,146.1401,35.68,36.8,1256.88
2011-03-17,11.951,147.2672,35.76,36.87,1273.71
2011-03-18,11.81,148.9005,36.0,37.0,1279.21
2011-03-21,12.118,150.6103,36.43,37.42,1298.38
2011-03-22,12.186,150.9159,36.29,37.39,1293.77
2011-03-23,12.114,152.3773,36.62,37.49,1297.54
2011-03-24,12.32,152.8644,37.36,37.54,1309.66
2011-03-25,12.555,154.9085,37.42,37.58,1313.8
2011-03-28,12.516,154.1348,36.65,37.55,1310.19
2011-03-29,12.534,155.5771,37.7,37.7,1319.44
2011-03-30,12.451,156.2648,37.57,38.12,1328.26
2011-03-31,12.447,155.7586,37.06,38.11,1325.83
2011-04-01,12.306,156.9048,37.56,38.31,1332.41
2011-04-04,12.185,156.8857,37.47,38.31,1332.87
2011-04-05,12.103,156.6373,37.6,38.26,1332.63
2011-04-06,12.073,156.6851,37.5,38.67,1335.54
2011-04-07,12.074,157.0099,37.83,38.71,1333.51
2011-04-08,11.966,156.6947,37.46,38.4,1328.17
2011-04-11,11.814,156.5991,37.6,37.78,1324.46
2011-04-12,11.871,155.9305,37.76,37.48,1314.16
2011-04-13,12.005,156.5991,37.67,37.58,1314.41
2011-04-14,11.872,157.5734,37.84,37.84,1314.52
2011-04-15,11.695,158.7578,38.17,38.33,1319.68
2011-04-18,11.852,158.4999,37.76,38.28,1305.14
2011-04-19,12.066,157.9841,37.77,38.19,1312.62
2011-04-20,12.229,157.3633,37.94,38.49,1330.36
2011-04-21,12.525,160.735,37.8,38.56,1337.39
2011-04-25,12.607,160.1523,37.56,38.53,1335.25
2011-04-26,12.515,160.9356,37.21,38.62,1347.24
2011-04-27,12.505,162.7313,37.32,38.91,1355.66
2011-04-28,12.384,163.1229,37.47,38.85,1360.48
2011-04-29,12.505,162.9319,37.15,39.04,1363.61
2011-05-02,12.367,164.4315,37.35,39.05,1361.22
2011-05-03,12.436,165.1192,37.35,39.29,1356.62
2011-05-04,12.485,162.9701,37.19,39.52,1347.32
2011-05-05,12.384,160.9069,37.01,39.29,1335.1
2011-05-06,12.381,161.3176,36.99,39.5,1340.2
2011-05-09,12.414,161.5182,36.96,39.72,1346.3
2011-05-10,12.48,162.7408,37.27,39.91,1357.16
2011-05-11,12.401,161.9003,37.23,39.99,1342.08
2011-05-12,12.378,164.5174,37.29,40.42,1348.65
2011-05-13,12.161,162.3015,37.01,40.49,1337.77
2011-05-16,11.904,161.289,36.98,40.26,1329.47
2011-05-17,12.005,162.8555,37.4,40.6,1328.98
2011-05-18,12.138,162.7982,37.46,40.49,1340.68
2011-05-19,12.162,162.9414,37.39,40.82,1343.6
2011-05-20,11.972,162.5307,37.05,40.47,1333.27
2011-05-23,11.943,160.7159,36.82,40.12,1317.37
2011-05-24,11.864,160.458,36.55,40.11,1316.28
2011-05-25,12.028,160.2288,36.63,39.94,1320.47
2011-05-26,11.964,159.6843,36.19,39.89,1325.69
2011-05-27,12.05,159.99,36.0,39.8,1331.1
2011-05-31,12.423,161.3559,36.28,40.08,1345.2
2011-06-01,12.34,159.0921,35.4,39.68,1314.55
2011-06-02,12.361,158.6432,35.09,39.67,1312.94
2011-06-03,12.266,157.6498,34.63,39.37,1300.16
2011-06-06,12.073,157.3633,34.29,39.34,1286.17
2011-06-07,11.859,156.3508,34.33,39.34,1284.94
2011-06-08,11.866,156.9717,34.1,39.58,1279.56
2011-06-09,11.839,157.4492,34.33,39.53,1289.0
2011-06-10,11.639,155.8637,33.47,39.33,1270.98
2011-06-13,11.664,155.8541,33.51,39.65,1271.83
2011-06-14,11.873,156.7615,34.75,39.66,1287.87
2011-06-15,11.67,155.0518,33.88,39.33,1265.42
2011-06-16,11.613,155.3765,34.5,39.66,1267.64
2011-06-17,11.438,157.0672,34.53,39.81,1271.5
2011-06-20,11.261,157.6212,34.77,40.0,1278.36
2011-06-21,11.618,158.7674,35.43,39.86,1295.52
2011-06-22,11.522,158.2516,34.93,39.56,1287.14
2011-06-23,11.83,158.6718,35.65,39.34,1283.5
2011-06-24,11.655,157.6689,35.08,39.43,1268.45
2011-06-27,11.859,160.1046,35.2,39.79,1280.1
2011-06-28,11.974,162.3874,36.06,40.21,1296.67
2011-06-29,11.93,162.8937,35.98,40.24,1307.41
2011-06-30,11.988,163.8584,36.22,40.38,1320.64
2011-07-01,12.259,166.7143,36.73,40.72,1339.67
2011-07-05,12.48,167.5644,36.59,40.59,1337.88
2011-07-06,12.563,169.7422,36.57,40.64,1339.23
2011-07-07,12.757,168.5673,37.05,40.48,1353.22
2011-07-08,12.847,168.5769,36.62,40.31,1343.8
2011-07-11,12.643,167.1441,36.36,40.14,1319.49
2011-07-12,12.634,166.2463,36.11,40.32,1313.64
2011-07-13,12.786,166.5042,36.13,40.32,1317.72
2011-07-14,12.778,166.4182,35.96,40.1,1308.87
2011-07-15,13.033,167.6695,35.91,40.22,1316.14
2011-07-18,13.35,167.4211,35.69,39.99,1305.44
2011-07-19,13.459,176.9059,36.11,40.26,1326.73
2011-07-20,13.818,175.4159,36.41,40.32,1325.84
2011-07-21,13.832,176.6098,36.72,40.8,1343.8
2011-07-22,14.046,176.8773,36.52,40.58,1345.02
2011-07-25,14.232,175.4636,36.65,40.31,1337.43
2011-07-26,14.408,174.7282,36.39,40.26,1331.94
2011-07-27,14.021,173.219,35.625,40.2,1304.89
2011-07-28,13.994,173.6488,35.15,39.76,1300.67
2011-07-29,13.946,173.6966,34.93,39.54,1292.28
2011-08-01,14.17,172.6459,34.25,39.66,1286.94
2011-08-02,13.89,170.067,32.82,39.47,1254.05
2011-08-03,14.02,170.812,32.95,39.57,1260.34
2011-08-04,13.478,163.7915,31.7,39.28,1200.07
2011-08-05,13.344,165.2243,30.74,39.87,1199.38
2011-08-08,12.615,158.7674,28.93,38.33,1119.46
2011-08-09,13.358,162.9605,30.15,38.31,1172.53
2011-08-10,12.989,155.2524,28.51,38.03,1120.76
2011-08-11,13.346,159.2545,30.05,39.41,1172.64
2011-08-12,13.464,160.6586,30.58,39.21,1178.81
2011-08-15,13.693,165.2338,31.46,40.41,1204.49
2011-08-16,13.589,163.5623,33.12,40.25,1192.76
2011-08-17,13.587,163.7915,33.41,40.61,1193.89
2011-08-18,13.073,156.4845,32.16,40.21,1140.65
2011-08-19,12.715,150.4765,31.88,39.97,1123.53
2011-08-22,12.73,151.852,32.28,40.02,1123.82
2011-08-23,13.343,156.9525,33.11,40.62,1162.35
2011-08-24,13.435,159.2831,34.37,41.23,1177.6
2011-08-25,13.347,158.1561,33.84,40.89,1159.27
2011-08-26,13.699,161.5564,34.0,40.83,1176.8
2011-08-29,13.928,164.8804,33.99,41.1,1210.09
2011-08-30,13.928,164.7753,33.57,41.18,1212.92
2011-08-31,13.744,164.2022,33.38,41.36,1218.89
2011-09-01,13.608,162.6931,32.93,41.12,1204.42
2011-09-02,13.359,159.4933,32.18,41.16,1173.97
2011-09-06,13.562,157.7071,32.05,41.24,1165.24
2011-09-07,13.712,159.8085,32.87,41.32,1198.62
2011-09-08,13.719,157.8409,32.46,41.36,1185.9
2011-09-09,13.481,154.1348,31.87,40.74,1154.23
2011-09-12,13.569,155.1377,32.35,41.37,1162.27
2011-09-13,13.736,156.1025,32.66,41.55,1172.87
2011-09-14,13.904,159.7416,33.54,41.74,1188.68
2011-09-15,14.034,162.4638,34.28,42.07,1209.11
2011-09-16,14.304,165.2338,34.61,42.59,1216.01
2011-09-19,14.701,165.3675,34.35,42.36,1204.09
2011-09-20,14.766,166.8863,34.81,42.81,1202.09
2011-09-21,14.719,165.2625,33.84,42.52,1166.76
2011-09-22,14.351,161.0598,33.05,42.11,1129.56
2011-09-23,14.439,161.7475,33.72,42.42,1136.43
2011-09-26,14.399,166.6857,34.0,42.42,1162.95
2011-09-27,14.259,169.7422,33.88,42.3,1175.38
2011-09-28,14.179,169.5894,33.6,42.27,1151.06
2011-09-29,13.949,171.1367,33.79,42.87,1160.4
2011-09-30,13.619,167.0295,32.87,42.37,1131.42
2011-10-03,13.379,165.5204,31.59,42.01,1099.23
2011-10-04,13.304,166.9054,32.47,41.81,1123.95
2011-10-05,13.509,168.9208,32.83,41.33,1144.03
2011-10-06,13.478,173.5437,33.38,42.05,1164.97
2011-10-07,13.207,174.2124,33.92,42.37,1155.46
2011-10-10,13.886,178.2527,34.66,42.95,1194.89
2011-10-11,14.296,176.7053,34.71,42.68,1195.54
2011-10-12,14.364,177.7751,34.72,42.71,1207.25
2011-10-13,14.587,178.4437,34.41,42.49,1203.66
2011-10-14,15.071,181.9874,35.05,42.67,1224.58
2011-10-17,15.0,178.2241,34.65,42.91,1200.86
2011-10-18,15.08,170.8788,35.95,42.89,1225.38
2011-10-19,14.236,169.4365,35.4,42.98,1209.88
2011-10-20,14.118,169.3028,35.73,43.27,1215.39
2011-10-21,14.031,173.4864,36.86,43.94,1238.25
2011-10-24,14.492,174.0786,36.7,43.38,1254.2
2011-10-25,14.206,172.2734,36.04,43.12,1229.05
2011-10-26,14.307,173.8112,36.55,43.12,1242.0
2011-10-27,14.453,177.5459,37.22,43.64,1284.59
2011-10-28,14.463,179.0455,36.12,43.31,1285.09
2011-10-31,14.456,176.3519,35.8,43.2,1253.3
2011-11-01,14.161,173.219,35.54,42.67,1218.28
2011-11-02,14.193,175.6738,35.99,43.23,1237.9
2011-11-03,14.395,178.9022,36.45,43.32,1261.16
2011-11-04,14.294,178.0235,36.39,43.2,1253.23
2011-11-07,14.276,178.9213,37.34,43.65,1261.12
2011-11-08,14.508,178.8545,37.94,43.96,1275.92
2011-11-09,14.117,174.0691,37.16,43.19,1229.1
2011-11-10,13.758,175.1293,37.2,43.6,1239.69
2011-11-11,13.736,178.9786,38.06,43.94,1263.86
2011-11-14,13.545,178.95,38.25,43.55,1251.78
2011-11-15,13.887,180.2872,38.07,43.45,1257.81
2011-11-16,13.742,178.2527,37.84,43.13,1236.91
2011-11-17,13.479,177.4026,37.62,43.04,1216.13
2011-11-18,13.391,176.9346,37.88,43.2,1215.65
2011-11-21,13.179,173.3432,37.06,43.01,1192.98
2011-11-22,13.447,173.1808,37.1,42.62,1188.04
2011-11-23,13.107,169.9714,36.52,42.2,1161.79
2011-11-25,12.985,169.1213,36.47,42.47,1158.67
2011-11-28,13.433,174.0404,37.3,42.72,1192.55
2011-11-29,13.329,172.8274,38.96,43.26,1195.19
2011-11-30,13.65,179.5708,39.22,43.91,1246.96
2011-12-01,13.855,180.9558,39.34,44.06,1244.58
2011-12-02,13.918,181.1564,39.94,43.76,1244.28
2011-12-05,14.036,182.2835,40.23,44.28,1257.08
2011-12-06,13.963,184.2893,40.32,44.72,1258.47
2011-12-07,13.896,185.3496,40.73,44.38,1261.01
2011-12-08,13.952,182.9903,39.91,44.0,1234.35
2011-12-09,14.058,185.8367,40.23,44.56,1255.19
2011-12-12,13.994,183.5634,40.05,44.21,1236.47
2011-12-13,13.886,182.5796,39.51,44.32,1225.73
2011-12-14,13.578,180.2586,39.14,44.14,1211.82
2011-12-15,13.534,179.0741,39.42,44.72,1215.75
2011-12-16,13.608,175.3395,40.42,44.55,1219.66
2011-12-19,13.65,174.6899,40.2,44.56,1205.35
2011-12-20,14.141,178.8449,41.95,45.42,1241.31
2011-12-21,14.159,173.3336,42.0,45.86,1243.72
2011-12-22,14.234,173.8781,41.92,45.75,1254.0
2011-12-23,14.405,176.4665,42.09,45.9,1265.33
2011-12-27,14.519,176.6576,42.22,46.54,1265.43
2011-12-28,14.38,175.7406,41.53,46.35,1249.64
2011-12-29,14.469,177.8324,42.01,46.59,1263.02
2011-12-30,14.464,175.6356,42.04,46.29,1257.61
2012-01-03,14.687,177.9471,42.14,45.03,1277.06
2012-01-04,14.766,177.2211,42.74,45.0,1277.3
2012-01-05,14.93,176.3806,43.09,44.94,1281.06
2012-01-06,15.086,174.3556,43.2,44.48,1277.81
2012-01-09,15.062,173.4482,43.23,44.95,1280.7
2012-01-10,15.116,173.1808,43.53,44.79,1292.08
2012-01-11,15.091,174.1455,43.46,45.06,1292.48
2012-01-12,15.05,172.4549,43.39,45.11,1295.5
2012-01-13,14.993,171.1272,43.51,45.27,1289.09
2012-01-17,15.168,171.9295,43.74,45.19,1293.67
2012-01-18,15.325,172.9515,44.88,45.45,1308.04
2012-01-19,15.277,172.4262,45.41,44.98,1314.5
2012-01-20,15.011,180.0675,44.51,45.3,1315.38
2012-01-23,15.265,181.4621,44.88,45.37,1316.0
2012-01-24,15.015,183.3246,44.96,44.9,1314.66
2012-01-25,15.952,183.1336,45.26,45.12,1326.05
2012-01-26,15.88,182.4172,44.95,45.32,1318.43
2012-01-27,15.974,181.9205,44.87,45.02,1316.33
2012-01-30,16.179,183.8691,44.77,45.04,1313.01
2012-01-31,16.303,183.9646,44.39,45.56,1312.41
2012-02-01,16.293,183.9837,44.47,45.375,1324.09
2012-02-02,16.254,182.9426,44.46,44.28,1325.54
2012-02-03,16.417,184.958,45.17,44.3,1344.9
2012-02-06,16.57,184.1747,45.2,44.2,1344.33
2012-02-07,16.744,184.681,45.46,44.49,1347.05
2012-02-08,17.024,184.2989,45.17,44.61,1349.96
2012-02-09,17.613,184.4708,45.27,44.68,1351.95
2012-02-10,17.622,183.7927,45.33,44.61,1342.64
2012-02-13,17.95,183.9837,45.93,44.42,1351.77
2012-02-14,18.195,183.6016,46.06,44.54,1350.5
2012-02-15,17.774,183.6303,45.71,44.2,1343.23
2012-02-16,17.936,184.3658,45.93,44.42,1358.04
2012-02-17,17.933,184.7478,46.71,44.38,1361.23
2012-02-21,18.388,184.7192,46.92,44.06,1362.21
2012-02-22,18.323,185.1776,46.57,44.18,1357.66
2012-02-23,18.443,188.75,46.95,44.24,1363.46
2012-02-24,18.658,188.8932,46.98,44.54,1365.74
2012-02-27,18.777,188.6735,46.93,44.43,1367.59
2012-02-28,19.122,189.1034,47.23,44.34,1372.18
2012-02-29,19.373,187.9094,47.57,44.19,1365.68
2012-03-01,19.445,188.6735,47.46,44.37,1374.09
2012-03-02,19.471,189.8962,47.41,44.27,1369.63
2012-03-05,19.041,191.6632,47.39,44.2,1364.34
2012-03-06,18.938,188.4157,46.39,44.65,1343.36
2012-03-07,18.953,188.9028,47.39,44.63,1352.63
2012-03-08,19.357,190.8513,47.82,44.77,1365.91
2012-03-09,19.47,191.625,48.1,45.11,1370.87
2012-03-12,19.714,191.988,48.59,45.39,1371.09
2012-03-13,20.289,194.6433,49.14,45.41,1395.95
2012-03-14,21.056,195.5412,49.47,44.85,1394.28
2012-03-15,20.913,196.7638,49.2,44.87,1402.6
2012-03-16,20.913,196.7733,49.05,44.34,1404.17
2012-03-19,21.468,196.4963,48.83,44.03,1409.75
2012-03-20,21.641,195.0922,49.38,44.02,1405.52
2012-03-21,21.518,195.5125,49.79,43.96,1402.9
2012-03-22,21.405,196.2767,49.68,44.07,1392.79
2012-03-23,21.287,196.2671,49.54,44.12,1397.11
2012-03-26,21.678,198.4544,50.13,44.51,1416.51
2012-03-27,21.946,197.8909,50.04,44.76,1412.52
2012-03-28,22.058,197.9959,49.91,44.63,1405.54
2012-03-29,21.781,198.932,49.91,44.84,1403.28
2012-03-30,21.412,199.295,50.31,44.93,1408.47
2012-04-02,22.094,200.0782,49.99,45.06,1419.04
2012-04-03,22.476,200.1069,50.0,45.24,1413.38
2012-04-04,22.297,196.8115,49.85,45.16,1398.96
2012-04-05,22.631,196.2575,50.62,44.97,1398.08
2012-04-09,22.723,195.7513,50.58,44.72,1382.2
2012-04-10,22.444,193.2583,49.36,44.36,1358.59
2012-04-11,22.364,193.4971,49.75,44.5,1368.71
2012-04-12,22.242,196.1143,50.63,44.76,1387.57
2012-04-13,21.615,193.7073,50.96,44.74,1370.26
2012-04-16,20.719,193.6308,51.69,45.18,1369.57
2012-04-17,21.775,198.1488,52.03,45.39,1390.78
2012-04-18,21.726,191.157,51.81,45.55,1385.14
2012-04-19,20.98,190.5648,51.56,45.5,1376.92
2012-04-20,20.464,190.6507,51.46,45.83,1378.53
2012-04-23,20.418,189.7147,51.1,45.58,1366.94
2012-04-24,20.01,191.0328,51.23,45.87,1371.97
2012-04-25,21.786,194.4427,51.91,45.48,1390.69
2012-04-26,21.704,196.3626,51.87,45.89,1399.98
2012-04-27,21.536,197.5375,51.95,45.99,1403.36
2012-04-30,20.856,197.7954,51.79,45.94,1397.91
2012-05-01,20.79,198.6741,52.32,46.14,1405.82
2012-05-02,20.928,198.7314,52.71,45.9,1402.31
2012-05-03,20.779,197.9482,52.47,45.19,1391.57
2012-05-04,20.188,195.7991,51.96,45.36,1369.1
2012-05-07,20.339,194.6147,51.39,45.44,1369.58
2012-05-08,20.292,192.4464,50.62,45.7,1363.72
2012-05-09,20.328,192.2077,50.11,45.37,1354.58
2012-05-10,20.376,191.6059,50.62,45.65,1357.99
2012-05-11,20.24,192.1503,50.34,45.54,1353.39
2012-05-14,19.936,190.4979,49.88,45.45,1338.35
2012-05-15,19.756,190.1158,48.67,45.4,1330.66
2012-05-16,19.503,190.7749,48.77,45.38,1324.8
2012-05-17,18.933,189.0174,47.02,45.2,1304.86
2012-05-18,18.942,187.0975,47.05,45.48,1295.22
2012-05-21,20.046,188.8932,47.61,45.51,1315.99
2012-05-22,19.892,187.9954,48.26,45.55,1316.63
2012-05-23,20.377,187.3268,48.74,45.37,1318.86
2012-05-24,20.19,187.2981,49.71,45.6,1320.68
2012-05-25,20.082,185.5884,49.44,45.69,1317.82
2012-05-29,20.438,187.6515,49.78,45.87,1332.42
2012-05-30,20.685,185.8081,49.71,45.85,1313.32
2012-05-31,20.633,184.2511,49.34,45.91,1310.33
2012-06-01,20.035,180.6024,47.96,45.95,1278.05
2012-06-04,20.153,180.0866,48.76,46.06,1278.18
2012-06-05,20.101,180.717,48.92,46.12,1285.5
2012-06-06,20.409,185.2923,50.6,47.03,1315.13
2012-06-07,20.419,185.7221,51.24,47.3,1314.99
2012-06-08,20.726,186.3907,52.35,47.38,1325.66
2012-06-11,20.399,183.8786,51.35,47.33,1308.93
2012-06-12,20.577,185.8272,52.24,47.31,1324.18
2012-06-13,20.434,184.4422,50.97,47.45,1314.88
2012-06-14,20.412,186.3525,52.16,47.62,1329.1
2012-06-15,20.505,190.1732,51.87,48.0,1342.84
2012-06-18,20.921,189.3995,52.32,48.29,1344.78
2012-06-19,20.979,190.0108,52.97,47.7,1357.98
2012-06-20,20.919,189.8675,52.83,46.76,1355.69
2012-06-21,20.631,184.7192,51.26,46.46,1325.51
2012-06-22,20.789,185.0153,52.02,46.55,1335.02
2012-06-25,20.384,184.2129,51.52,46.25,1313.72
2012-06-26,20.429,183.3437,51.88,46.34,1319.99
2012-06-27,20.518,184.3467,51.55,46.6,1331.85
2012-06-28,20.323,182.8184,51.69,46.66,1329.04
2012-06-29,20.857,186.811,52.99,46.3,1362.16
2012-07-02,21.161,187.0498,53.01,46.71,1365.51
2012-07-03,21.408,187.1453,51.65,46.49,1374.02
2012-07-05,21.784,186.534,52.11,46.45,1367.58
2012-07-06,21.639,182.8279,52.15,46.54,1354.68
2012-07-09,21.925,181.166,52.12,46.83,1352.46
2012-07-10,21.722,177.9088,52.22,46.94,1341.47
2012-07-11,21.587,176.9441,51.67,47.19,1341.46
2012-07-12,21.389,174.881,51.55,47.2,1334.76
2012-07-13,21.606,177.6701,52.09,47.61,1356.78
2012-07-16,21.675,176.5048,51.45,47.58,1353.64
2012-07-17,21.676,175.4159,50.72,47.7,1363.67
2012-07-18,21.652,179.8096,50.91,47.81,1372.78
2012-07-19,21.94,186.5817,50.96,47.7,1376.51
2012-07-20,21.582,183.8213,50.7,47.77,1362.66
2012-07-23,21.565,182.2739,50.96,47.63,1350.52
2012-07-24,21.461,181.8059,51.17,47.11,1338.31
2012-07-25,20.535,182.5127,51.07,47.4,1337.89
2012-07-26,20.531,185.2541,52.91,48.08,1360.02
2012-07-27,20.899,187.5847,53.71,48.42,1385.97
2012-07-30,21.251,187.8617,53.25,48.33,1385.3
2012-07-31,21.813,187.193,52.18,48.15,1379.32
2012-08-01,21.672,186.4289,51.68,47.89,1375.14
2012-08-02,21.707,185.7316,51.39,47.09,1365.0
2012-08-03,21.989,189.6192,52.29,47.35,1390.99
2012-08-06,22.234,189.8484,52.0,47.39,1394.23
2012-08-07,22.176,190.9659,52.4,47.14,1401.35
2012-08-08,22.138,190.1063,52.79,46.93,1402.22
2012-08-09,22.169,189.5236,53.15,46.81,1402.8
2012-08-10,22.204,190.3546,53.06,46.92,1405.87
2012-08-13,22.5,190.0872,52.82,46.78,1404.11
2012-08-14,22.56,189.3995,54.71,46.6,1403.93
2012-08-15,22.53,189.5045,55.0,46.39,1405.53
2012-08-16,22.726,191.8351,56.31,46.07,1415.51
2012-08-17,23.147,192.1981,56.73,46.08,1418.16
2012-08-20,23.755,191.5104,56.57,45.97,1418.13
2012-08-21,23.431,189.7433,56.32,45.82,1413.17
2012-08-22,23.888,188.4061,56.64,46.09,1413.49
2012-08-23,23.665,186.9256,56.55,45.58,1402.08
2012-08-24,23.687,188.9028,56.96,45.88,1411.13
2012-08-27,24.131,186.916,56.67,46.03,1410.44
2012-08-28,24.1,186.1328,56.53,45.77,1409.3
2012-08-29,24.052,186.3334,56.84,45.52,1410.49
2012-08-30,23.71,184.7001,56.62,45.38,1399.48
2012-08-31,23.759,186.1137,56.75,45.33,1406.58
2012-09-04,24.106,185.8176,56.79,45.47,1404.94
2012-09-05,23.937,186.2952,56.54,45.37,1403.43
2012-09-06,24.153,190.1732,57.65,46.07,1432.12
2012-09-07,24.301,190.5552,57.26,45.91,1437.92
2012-09-10,23.669,191.9402,57.3,45.69,1429.08
2012-09-11,23.593,194.1562,56.72,45.42,1433.57
2012-09-12,23.921,194.6338,57.05,45.32,1436.56
2012-09-13,24.392,197.1076,58.3,45.92,1459.99
2012-09-14,24.689,197.5375,59.46,45.05,1465.77
2012-09-17,24.992,197.8622,58.91,44.93,1461.19
2012-09-18,25.068,197.7858,58.86,44.96,1459.32
2012-09-19,25.075,197.1745,59.47,45.17,1461.05
2012-09-20,24.954,196.9357,59.28,45.24,1460.26
2012-09-21,25.003,196.7447,59.42,45.26,1460.15
2012-09-24,24.671,196.0856,59.39,45.82,1456.89
2012-09-25,24.055,195.7895,59.72,45.74,1441.59
2012-09-26,23.756,194.8535,59.17,46.11,1433.32
2012-09-27,24.333,196.6778,59.88,45.92,1447.15
2012-09-28,23.825,198.1488,60.37,46.09,1440.67
2012-10-01,23.55,201.0334,60.57,45.67,1444.49
2012-10-02,23.618,200.4316,60.33,45.57,1445.75
2012-10-03,23.98,201.0716,61.77,45.85,1450.99
2012-10-04,23.814,200.957,61.74,45.97,1461.4
2012-10-05,23.307,201.148,63.2,45.97,1460.93
2012-10-08,22.792,200.4125,61.88,46.07,1455.88
2012-10-09,22.709,198.6646,60.95,45.95,1441.48
2012-10-10,22.89,196.5919,59.74,45.96,1432.56
2012-10-11,22.432,196.5345,59.01,45.72,1432.84
2012-10-12,22.49,198.4831,59.56,45.61,1428.59
2012-10-15,22.67,199.5624,60.65,45.65,1440.13
2012-10-16,23.207,201.5396,60.86,45.89,1454.92
2012-10-17,23.022,191.6346,61.39,46.54,1460.91
2012-10-18,22.594,186.2188,61.8,46.8,1457.34
2012-10-19,21.78,184.6905,61.89,46.64,1433.19
2012-10-22,22.644,185.6839,62.04,46.55,1433.82
2012-10-23,21.906,182.6751,61.75,46.2,1413.11
2012-10-24,22.03,182.1689,61.28,46.04,1408.75
2012-10-25,21.769,183.0094,60.48,46.23,1412.97
2012-10-26,21.571,184.6045,60.04,46.33,1411.94
2012-10-31,21.261,185.8081,61.38,46.84,1412.16
2012-11-01,21.305,188.3106,62.26,46.02,1427.59
2012-11-02,20.6,184.7574,62.02,45.77,1414.2
2012-11-05,20.879,185.4355,62.38,44.62,1417.26
2012-11-06,20.816,186.3238,62.62,44.14,1428.39
2012-11-07,19.929,182.5892,61.99,42.8,1394.53
2012-11-08,19.205,181.5767,60.86,43.26,1377.51
2012-11-09,19.538,181.1373,60.96,43.03,1379.85
2012-11-12,19.387,180.7648,61.16,42.58,1380.03
2012-11-13,19.389,179.8765,63.38,42.95,1374.53
2012-11-14,19.174,177.1925,61.47,42.88,1355.49
2012-11-15,18.772,177.5172,61.25,42.54,1353.33
2012-11-16,18.846,178.5584,62.12,42.69,1359.88
2012-11-19,20.205,181.8155,63.33,42.77,1386.89
2012-11-20,20.033,180.717,63.82,42.43,1387.81
2012-11-21,20.061,181.7582,64.09,42.28,1391.03
2012-11-23,20.411,184.8147,64.82,42.03,1409.15
2012-11-26,21.055,184.232,64.67,42.63,1406.29
2012-11-27,20.885,182.656,64.16,42.79,1398.94
2012-11-28,20.819,183.3724,64.83,42.76,1409.93
2012-11-29,21.049,182.9426,64.24,43.29,1415.95
2012-11-30,20.903,181.548,65.07,43.55,1416.18
2012-12-03,20.935,180.9845,64.98,43.17,1409.46
2012-12-04,20.566,180.8699,64.24,42.9,1407.05
2012-12-05,19.243,180.1917,64.02,43.46,1409.28
2012-12-06,19.544,181.1946,64.34,43.73,1413.94
2012-12-07,19.045,183.3437,64.45,43.73,1418.07
2012-12-10,18.922,183.9837,63.04,43.68,1418.55
2012-12-11,19.335,185.4928,62.89,43.6,1427.84
2012-12-12,19.25,184.2989,62.93,43.38,1428.48
2012-12-13,18.918,183.3819,62.41,43.15,1419.45
2012-12-14,18.207,183.1622,62.06,42.95,1413.58
2012-12-17,18.53,184.9389,63.31,43.74,1430.36
2012-12-18,19.068,186.916,63.0,43.88,1446.79
2012-12-19,18.797,186.3334,61.77,43.32,1435.81
2012-12-20,18.633,186.0373,61.97,43.51,1443.69
2012-12-21,18.548,184.7478,61.32,43.32,1430.15
2012-12-24,18.577,183.7736,61.57,43.11,1426.66
2012-12-26,18.321,183.3437,61.14,42.82,1419.83
