date,AAPL,IBM,HD,SO,SPX
2000-01-03,0.999,110.799,65.188,13.8555,1455.22
2000-01-04,0.915,107.0381,61.75,14.0078,1399.42
2000-01-05,0.929,110.799,63.0,14.731,1402.11
2000-01-06,0.848,108.8887,60.0,14.7691,1403.45
2000-01-07,0.888,108.4111,63.5,15.0355,1441.47
2000-01-10,0.873,112.7094,63.188,14.9213,1457.6
2000-01-11,0.828,113.6645,61.563,14.8071,1438.56
2000-01-12,0.778,114.1421,61.063,15.0736,1432.25
2000-01-13,0.864,112.9481,62.125,14.8833,1449.68
2000-01-14,0.897,114.2615,61.938,14.6929,1465.15
2000-01-18,0.928,110.5602,60.5,14.2362,1455.14
2000-01-19,0.951,114.1421,61.875,14.5788,1455.9
2000-01-20,1.013,113.6645,60.668,14.5026,1445.57
2000-01-21,0.994,116.0524,60.0,14.9213,1441.36
2000-01-24,0.949,116.0524,58.0,15.302,1401.53
2000-01-25,1.002,113.7839,56.125,15.4542,1410.03
2000-01-26,0.984,111.5154,57.375,15.5304,1404.09
2000-01-27,0.982,108.4111,58.25,15.5684,1398.56
2000-01-28,0.907,106.5605,55.625,15.4162,1360.16
2000-01-31,0.926,107.2172,56.625,15.6446,1394.46
2000-02-01,0.895,105.068,62.0,15.4542,1409.28
2000-02-02,0.882,108.4111,60.75,15.34,1409.12
2000-02-03,0.922,111.8736,60.5,15.1497,1424.97
2000-02-04,0.964,110.4408,61.125,14.8071,1424.37
2000-02-07,1.018,109.0081,59.0,14.8071,1424.24
2000-02-08,1.026,113.4854,61.0,14.8833,1441.72
2000-02-09,1.006,112.1124,58.75,14.7691,1411.7
2000-02-10,1.013,113.7839,59.563,14.9213,1416.83
2000-02-11,0.971,110.202,60.063,14.8452,1387.12
2000-02-14,1.034,110.8587,60.313,14.8452,1389.94
2000-02-15,1.063,111.8736,59.75,14.8071,1402.05
2000-02-16,1.019,110.5602,57.25,14.5407,1387.67
2000-02-17,1.026,111.5154,54.5,14.3123,1388.26
2000-02-18,0.993,107.456,53.75,14.0458,1346.09
2000-02-22,1.016,106.0232,53.625,14.0458,1352.17
2000-02-23,1.038,103.8741,54.813,13.8555,1360.69
2000-02-24,1.029,105.5456,53.063,13.4368,1353.43
2000-02-25,0.985,103.1577,53.0,13.2465,1333.36
2000-02-28,1.011,99.8146,56.813,13.8175,1348.05
2000-02-29,1.023,98.1431,57.5,13.5129,1366.42
2000-03-01,1.164,95.7552,55.625,13.3607,1379.19
2000-03-02,1.089,98.5013,55.125,13.4368,1381.76
2000-03-03,1.143,103.1577,54.5,13.4368,1409.17
2000-03-06,1.122,98.4416,53.875,12.9039,1391.28
2000-03-07,1.097,98.1431,52.375,12.98,1355.62
2000-03-08,1.089,101.4862,52.5,12.8658,1366.7
2000-03-09,1.092,103.1577,55.313,12.8278,1401.69
2000-03-10,1.123,100.531,53.5,12.8658,1395.07
2000-03-13,1.083,102.8592,53.0,12.98,1383.62
2000-03-14,1.02,103.7547,52.313,12.5233,1359.15
2000-03-15,1.038,102.2025,57.0,13.2846,1392.15
2000-03-16,1.085,104.1129,61.5,13.8555,1458.47
2000-03-17,1.116,105.068,63.188,13.3607,1464.47
2000-03-20,1.098,107.6947,63.625,13.2465,1456.63
2000-03-21,1.205,108.4111,63.5,12.98,1493.87
2000-03-22,1.287,109.1275,63.063,12.7516,1500.64
2000-03-23,1.262,110.0827,64.125,13.0562,1527.35
2000-03-24,1.238,115.2167,64.375,13.3226,1527.46
2000-03-27,1.246,121.1864,64.375,13.4368,1523.86
2000-03-28,1.242,117.0076,64.0,13.2846,1507.73
2000-03-29,1.214,113.6645,68.5,13.2465,1508.52
2000-03-30,1.123,117.2464,67.0,13.2084,1487.92
2000-03-31,1.213,113.0675,64.5,13.2465,1498.58
2000-04-03,1.19,116.53,68.0,13.7794,1505.97
2000-04-04,1.137,115.7539,64.625,14.0839,1494.73
2000-04-05,1.164,119.3955,64.0,14.0839,1487.37
2000-04-06,1.118,117.2464,65.938,13.6652,1501.34
2000-04-07,1.176,117.6046,64.125,13.551,1516.35
2000-04-10,1.116,116.6494,66.688,14.1981,1504.46
2000-04-11,1.066,114.0227,67.375,14.3123,1500.59
2000-04-12,0.975,108.6499,66.0,14.6929,1467.17
2000-04-13,1.016,105.665,62.5,15.1117,1440.51
2000-04-14,0.999,100.2922,60.25,14.9213,1356.56
2000-04-17,1.106,106.859,57.25,14.8452,1401.44
2000-04-18,1.133,106.5008,58.75,15.5113,1441.61
2000-04-19,1.081,100.2922,58.75,15.1497,1427.47
2000-04-20,1.061,99.3371,58.625,15.5684,1434.54
2000-04-24,1.076,101.725,59.563,15.7968,1429.86
2000-04-25,1.146,107.456,59.0,16.2536,1477.44
2000-04-26,1.083,105.5456,60.5,16.7484,1460.99
2000-04-27,1.132,105.665,58.813,15.8349,1464.92
2000-04-28,1.108,106.5008,56.5,15.1878,1452.43
2000-05-01,1.11,106.9784,56.125,14.7691,1468.25
2000-05-02,1.052,106.3814,56.813,14.8833,1446.29
2000-05-03,1.027,103.2771,54.0,14.9594,1415.1
2000-05-04,0.988,102.7995,52.5,15.1497,1409.57
2000-05-05,1.01,103.0383,53.313,14.9213,1432.63
2000-05-08,0.983,104.8292,53.563,15.1878,1424.17
2000-05-09,0.941,104.1129,52.5,15.2259,1412.14
2000-05-10,0.887,98.3819,54.0,15.4162,1383.05
2000-05-11,0.918,99.7549,53.875,15.7588,1407.81
2000-05-12,0.961,99.7549,54.0,15.2639,1420.96
2000-05-15,0.902,99.5161,56.5,15.5684,1452.36
2000-05-16,0.944,104.1129,53.438,15.3781,1466.04
2000-05-17,0.905,103.0383,52.25,14.9213,1447.8
2000-05-18,0.9,101.3071,51.5,15.34,1437.21
2000-05-19,0.839,101.6653,51.563,15.5684,1406.95
2000-05-22,0.803,104.3517,50.375,15.7968,1400.72
2000-05-23,0.766,102.5607,49.75,15.6446,1373.86
2000-05-24,0.783,104.7099,46.75,16.1013,1399.05
2000-05-25,0.779,101.725,46.5,15.9491,1381.52
2000-05-26,0.771,102.1429,46.875,16.0633,1378.02
2000-05-30,0.782,105.9635,47.25,15.6826,1422.45
2000-05-31,0.75,102.501,49.0,15.7968,1420.6
2000-06-01,0.796,101.2474,49.875,15.7207,1448.81
2000-06-02,0.826,103.9338,53.625,15.2639,1477.26
2000-06-05,0.815,107.7544,52.375,14.7691,1467.63
2000-06-06,0.829,107.3366,50.375,15.1497,1457.84
2000-06-07,0.862,115.5748,50.563,15.2259,1471.36
2000-06-08,0.847,114.3809,49.875,15.1878,1461.67
2000-06-09,0.855,114.3212,48.188,15.2259,1456.95
2000-06-12,0.814,113.5078,46.0,15.3163,1446.0
2000-06-13,0.844,113.963,49.375,15.6446,1469.44
2000-06-14,0.807,110.799,51.0,15.5684,1470.54
2000-06-15,0.825,111.5751,50.875,15.5684,1478.73
2000-06-16,0.814,108.1723,49.813,15.2639,1464.46
2000-06-19,0.863,114.9779,50.0,15.0736,1486.0
2000-06-20,0.904,111.1572,48.875,15.2259,1475.95
2000-06-21,0.993,109.3663,48.563,15.1497,1479.13
2000-06-22,0.96,106.7993,47.875,15.1497,1452.18
2000-06-23,0.923,106.859,48.0,15.1497,1441.48
2000-06-26,0.967,109.2767,47.125,15.2259,1455.31
2000-06-27,0.924,104.8292,49.563,14.731,1450.55
2000-06-28,0.972,108.6798,48.125,14.9713,1454.82
2000-06-29,0.915,108.8887,47.875,14.6168,1442.39
2000-06-30,0.935,104.6502,49.938,14.1981,1454.6
2000-07-03,0.952,104.5905,49.688,14.5026,1469.54
2000-07-05,0.922,100.2922,50.25,14.5026,1446.23
2000-07-06,0.925,96.7104,51.25,14.5788,1456.67
2000-07-07,0.972,100.3519,55.5,14.7691,1478.9
2000-07-10,1.02,98.6804,57.5,15.0355,1475.62
2000-07-11,1.017,97.4267,57.625,15.1117,1480.88
2000-07-12,1.051,99.934,57.375,14.8452,1492.92
2000-07-13,1.009,99.3371,56.188,14.8833,1495.84
2000-07-14,1.03,99.2774,56.438,14.6929,1509.98
2000-07-17,1.041,100.7698,56.875,14.6929,1510.49
2000-07-18,1.022,98.6804,57.375,14.8071,1493.74
2000-07-19,0.941,103.8741,57.125,15.302,1481.96
2000-07-20,0.984,111.993,58.063,15.302,1495.57
2000-07-21,0.956,109.6051,57.125,15.34,1480.19
2000-07-24,0.869,107.456,56.0,15.2259,1464.29
2000-07-25,0.894,106.9784,55.0,15.1878,1474.47
2000-07-26,0.894,104.9486,53.563,14.8452,1452.42
2000-07-27,0.929,105.3665,54.75,15.0355,1449.62
2000-07-28,0.863,106.7993,52.688,15.1117,1419.89
2000-07-31,0.907,107.2172,51.75,14.8833,1430.83
2000-08-01,0.881,105.5456,52.0,15.2639,1438.1
2000-08-02,0.844,109.1275,53.125,15.911,1438.7
2000-08-03,0.857,110.799,51.75,16.1109,1452.56
2000-08-04,0.846,110.6796,54.0,16.1394,1462.93
2000-08-07,0.856,111.0975,55.0,16.7199,1479.32
2000-08-08,0.835,113.5451,57.0,16.9768,1482.8
2000-08-09,0.848,113.4257,58.0,16.5867,1472.87
2000-08-10,0.849,114.3809,55.125,16.5296,1460.25
2000-08-11,0.852,115.2167,55.938,16.5581,1471.84
2000-08-14,0.84,117.724,59.0,16.7484,1491.56
2000-08-15,0.834,116.53,53.5,16.7865,1484.43
2000-08-16,0.866,116.8882,51.0,16.6462,1479.85
2000-08-17,0.919,117.0076,51.313,16.6342,1496.07
2000-08-18,0.893,115.0376,51.375,16.6723,1491.72
2000-08-21,0.902,115.9927,50.875,16.7104,1499.48
2000-08-22,0.923,115.933,51.188,16.6342,1498.13
2000-08-23,0.97,117.724,51.375,17.0149,1505.97
2000-08-24,1.002,119.2164,50.438,17.053,1508.31
2000-08-25,1.015,123.2162,50.5,17.2813,1506.45
2000-08-28,1.037,125.6041,50.0,17.5859,1514.09
2000-08-29,1.057,126.9174,49.688,17.3575,1509.84
2000-08-30,1.063,124.4698,48.375,17.8904,1502.59
2000-08-31,1.088,126.0966,48.063,18.2449,1517.68
2000-09-01,1.133,127.6338,48.563,18.2449,1520.77
2000-09-05,1.115,125.3056,50.125,18.6517,1507.08
2000-09-06,1.044,125.5444,50.625,18.9942,1492.25
2000-09-07,1.107,127.3913,50.5,19.3368,1502.51
2000-09-08,1.051,123.6937,52.938,20.0363,1494.5
2000-09-11,1.044,118.9179,54.25,20.1481,1489.26
2000-09-12,1.031,119.3955,55.875,20.3265,1481.99
2000-09-13,1.036,121.9625,54.75,20.7452,1484.91
2000-09-14,1.015,121.1864,55.5,20.022,1480.87
2000-09-15,0.986,119.3955,54.25,20.0339,1465.81
2000-09-18,1.083,117.724,55.063,20.1624,1444.51
2000-09-19,1.07,119.3358,53.0,19.2226,1459.9
2000-09-20,1.09,119.1567,53.0,18.6517,1451.34
2000-09-21,1.012,116.0524,55.0,18.233,1449.05
2000-09-22,0.932,118.3209,55.938,18.3091,1448.72
2000-09-25,0.955,117.4852,54.625,18.9562,1439.03
2000-09-26,0.919,113.7839,53.375,19.6413,1427.21
2000-09-27,0.874,112.7094,54.75,19.501,1426.57
2000-09-28,0.955,110.0827,55.0,19.5272,1458.29
2000-09-29,0.46,107.5753,52.938,19.7675,1436.51
2000-10-02,0.433,112.5303,52.563,19.5272,1436.23
2000-10-03,0.398,105.6053,53.75,18.8039,1426.46
2000-10-04,0.422,109.4857,55.563,17.9284,1434.32
2000-10-05,0.394,108.1126,53.75,17.662,1436.28
2000-10-06,0.396,110.799,51.063,17.7762,1408.99
2000-10-09,0.388,112.6497,50.875,18.271,1402.03
2000-10-10,0.373,109.7245,50.688,18.233,1387.02
2000-10-11,0.35,106.9784,48.938,18.3852,1364.59
2000-10-12,0.357,98.5013,34.875,18.1949,1329.78
2000-10-13,0.394,104.1726,36.313,18.3471,1374.17
2000-10-16,0.384,106.1426,37.688,18.1949,1374.62
2000-10-17,0.359,107.9335,35.125,18.233,1349.97
2000-10-18,0.359,91.1585,36.5,18.1949,1342.13
2000-10-19,0.338,92.1136,38.625,17.9665,1388.76
2000-10-20,0.348,90.5018,39.438,18.0046,1396.93
2000-10-23,0.364,88.7109,40.563,18.233,1395.78
2000-10-24,0.337,87.3378,39.25,17.9665,1398.13
2000-10-25,0.33,83.6365,38.375,17.3955,1364.9
2000-10-26,0.33,88.5915,38.938,17.2433,1364.44
2000-10-27,0.331,89.4869,39.375,17.5859,1379.58
2000-10-30,0.345,89.1287,40.938,18.1188,1398.66
2000-10-31,0.349,94.0837,43.0,17.8904,1429.4
2000-11-01,0.366,94.1434,44.063,18.3091,1421.22
2000-11-02,0.398,97.367,42.75,17.7001,1428.32
2000-11-03,0.397,95.6358,41.25,17.7762,1426.69
2000-11-06,0.383,95.8149,41.313,17.5859,1432.19
2000-11-07,0.381,97.7252,41.375,17.4717,1431.87
2000-11-08,0.358,95.5164,41.25,17.4336,1409.28
2000-11-09,0.36,94.9791,38.813,17.4717,1400.14
2000-11-10,0.34,88.8303,36.25,17.5859,1365.98
2000-11-13,0.346,93.0688,37.375,17.7762,1351.26
2000-11-14,0.362,95.0388,39.188,17.1671,1382.95
2000-11-15,0.355,94.9194,39.625,17.5859,1389.81
2000-11-16,0.339,93.8449,39.188,18.0046,1372.32
2000-11-17,0.33,97.367,38.813,18.8801,1367.72
2000-11-20,0.338,98.6207,38.875,18.4233,1342.62
2000-11-21,0.336,94.0837,38.25,18.233,1347.35
2000-11-22,0.33,94.0837,36.75,18.3091,1322.36
2000-11-24,0.345,95.4567,37.5,18.3091,1341.77
2000-11-27,0.334,94.024,38.75,18.1949,1348.97
2000-11-28,0.322,93.4867,39.563,18.3852,1336.09
2000-11-29,0.314,95.3373,40.0,18.6897,1341.91
2000-11-30,0.295,89.3078,39.188,19.2226,1314.95
2000-12-01,0.305,91.3376,38.938,18.8801,1315.23
2000-12-04,0.298,93.9643,40.75,18.9942,1324.97
2000-12-05,0.304,98.7401,43.625,18.4994,1376.54
2000-12-06,0.256,92.4121,45.063,17.8142,1351.46
2000-12-07,0.256,91.0988,44.938,17.1291,1343.55
2000-12-08,0.269,92.6509,47.25,17.4336,1369.89
2000-12-11,0.271,90.7406,45.125,17.5478,1380.2
2000-12-12,0.275,89.666,45.0,17.7001,1371.18
2000-12-13,0.268,87.1587,45.188,18.5755,1359.99
2000-12-14,0.258,88.293,43.875,18.271,1340.93
2000-12-15,0.251,83.8753,41.938,18.4994,1312.15
2000-12-18,0.254,86.4423,44.125,18.9942,1322.74
2000-12-19,0.25,86.0842,42.625,18.9562,1305.6
2000-12-20,0.257,82.1441,41.125,19.9839,1264.74
2000-12-21,0.251,77.9056,42.875,19.8317,1274.86
2000-12-22,0.268,85.0096,41.625,20.0601,1305.97
2000-12-26,0.262,81.0098,40.688,20.5168,1315.19
2000-12-27,0.265,80.8905,42.75,20.4788,1328.92
2000-12-28,0.265,81.4277,43.625,20.3265,1334.22
2000-12-29,0.266,81.1889,45.688,20.2504,1320.28
2001-01-02,0.266,81.0098,45.563,19.6413,1283.27
2001-01-03,0.292,90.3824,51.438,19.0323,1347.56
2001-01-04,0.305,89.0093,51.688,17.662,1333.34
2001-01-05,0.292,89.7854,49.75,17.3575,1298.35
2001-01-08,0.296,89.3675,47.688,17.8142,1295.86
2001-01-09,0.307,88.4124,45.875,17.8523,1300.8
2001-01-10,0.296,89.2481,47.438,17.5859,1313.27
2001-01-11,0.321,89.4869,49.063,16.6342,1326.82
2001-01-12,0.307,89.6063,49.125,17.091,1318.32
2001-01-16,0.306,88.5915,48.875,16.9388,1326.65
2001-01-17,0.3,92.3524,46.375,16.7484,1329.47
2001-01-18,0.334,103.4562,44.25,16.8246,1347.97
2001-01-19,0.348,106.262,41.0,17.1671,1342.54
2001-01-22,0.344,103.695,43.75,17.4717,1342.9
2001-01-23,0.366,104.1726,44.75,17.5478,1360.4
2001-01-24,0.366,105.4859,45.063,17.8142,1364.3
2001-01-25,0.356,105.7844,46.0,18.0046,1357.51
2001-01-26,0.349,109.0678,44.75,17.7001,1354.95
2001-01-29,0.387,109.8248,45.5,17.9117,1364.17
2001-01-30,0.388,111.3817,46.0,17.9421,1373.73
2001-01-31,0.386,106.9784,48.2,17.7716,1366.01
2001-02-01,0.377,108.9365,48.65,17.3392,1373.47
2001-02-02,0.368,105.3259,46.89,17.4975,1349.47
2001-02-05,0.36,107.1885,46.61,17.6924,1354.31
2001-02-06,0.377,109.0702,45.65,17.8142,1352.26
2001-02-07,0.371,111.6682,45.78,17.9361,1340.89
2001-02-08,0.371,108.9842,43.99,18.3076,1332.53
2001-02-09,0.342,106.9784,44.43,18.3867,1314.76
2001-02-12,0.352,109.7483,45.73,18.6121,1330.31
2001-02-13,0.342,108.6499,46.31,18.5451,1318.8
2001-02-14,0.348,109.9394,45.72,18.405,1315.92
2001-02-15,0.358,111.5441,44.61,18.0274,1326.61
2001-02-16,0.339,109.8439,43.0,18.472,1301.53
2001-02-20,0.327,106.5008,44.09,18.7948,1278.94
2001-02-21,0.337,102.6897,40.95,18.606,1255.27
2001-02-22,0.336,104.0174,40.0,18.6243,1252.82
2001-02-23,0.336,99.3371,40.01,18.3746,1245.86
2001-02-26,0.348,100.5788,43.75,18.5451,1267.65
2001-02-27,0.346,97.9903,44.6,18.7765,1257.94
2001-02-28,0.326,95.4209,42.5,18.8496,1239.94
2001-03-01,0.335,101.2951,41.5,18.8679,1241.23
2001-03-02,0.344,97.7133,41.55,19.0628,1234.18
2001-03-05,0.364,100.2063,41.43,19.1298,1241.41
2001-03-06,0.384,101.2474,41.36,19.0323,1253.8
2001-03-07,0.379,102.7279,43.7,18.8557,1261.89
2001-03-08,0.372,101.6963,44.72,18.9775,1264.74
2001-03-09,0.362,94.8382,44.52,18.8496,1233.42
2001-03-12,0.333,91.2086,42.06,18.7582,1180.16
2001-03-13,0.349,93.9786,42.7,18.4355,1197.66
2001-03-14,0.365,90.7024,41.62,18.0761,1166.71
2001-03-15,0.352,91.2755,43.2,19.3307,1173.56
2001-03-16,0.35,86.0603,42.26,19.349,1150.53
2001-03-19,0.367,88.4482,42.5,19.6535,1170.81
2001-03-20,0.352,84.341,41.95,19.7997,1142.62
2001-03-21,0.359,85.086,41.5,19.885,1122.14
2001-03-22,0.386,85.1051,40.76,19.4891,1117.58
2001-03-23,0.411,89.3174,39.67,19.3307,1139.83
2001-03-26,0.389,91.1226,41.35,20.2443,1152.69
2001-03-27,0.408,95.0388,43.46,20.5305,1182.17
2001-03-28,0.396,90.177,43.23,20.8716,1153.29
2001-03-29,0.402,90.7788,42.66,21.0421,1147.95
2001-03-30,0.394,91.8677,43.1,21.371,1160.33
2001-04-02,0.386,90.4158,42.55,21.4928,1145.87
2001-04-03,0.361,86.3373,42.6,22.1,1106.46
2001-04-04,0.348,87.8751,42.3,21.9,1103.25
2001-04-05,0.373,93.8067,43.96,22.06,1151.44
2001-04-06,0.368,93.5583,43.78,21.47,1128.43
2001-04-09,0.367,91.6957,42.19,21.99,1137.59
2001-04-10,0.394,94.609,43.01,22.28,1168.38
2001-04-11,0.389,93.0616,41.5,22.39,1165.89
2001-04-12,0.4,91.8868,41.65,22.17,1183.5
2001-04-16,0.383,92.4121,41.5,22.6,1179.68
2001-04-17,0.364,95.2299,41.91,22.99,1191.81
2001-04-18,0.407,101.725,45.61,22.8,1238.16
2001-04-19,0.459,109.3376,46.08,22.31,1253.7
2001-04-20,0.447,109.6815,46.21,22.36,1242.98
2001-04-23,0.433,106.9784,46.19,22.68,1224.36
2001-04-24,0.429,107.6183,45.02,23.17,1209.47
2001-04-25,0.441,109.7006,46.02,23.3,1228.75
2001-04-26,0.441,108.6404,47.3,23.33,1234.52
2001-04-27,0.468,110.9901,48.1,23.06,1253.05
2001-04-30,0.455,109.9776,47.1,23.39,1249.46
2001-05-01,0.463,113.1965,49.24,23.35,1266.44
2001-05-02,0.475,110.2259,48.79,23.08,1267.43
2001-05-03,0.446,108.6021,48.51,22.37,1248.58
2001-05-04,0.46,110.6653,49.59,22.46,1266.61
2001-05-07,0.446,110.7035,49.09,22.59,1263.51
2001-05-08,0.439,112.4228,50.01,22.45,1261.2
2001-05-09,0.428,111.7351,48.51,22.5,1255.54
2001-05-10,0.411,110.0349,49.25,22.76,1255.18
2001-05-11,0.408,106.7969,49.88,22.6,1245.67
2001-05-14,0.416,107.5133,49.15,22.68,1248.92
2001-05-15,0.414,108.4875,50.1,22.44,1249.44
2001-05-16,0.43,110.608,51.21,22.5,1284.99
2001-05-17,0.421,109.9107,52.0,22.59,1288.49
2001-05-18,0.42,112.1745,52.7,22.5,1291.96
2001-05-21,0.421,113.7027,53.38,22.53,1312.83
2001-05-22,0.42,112.7189,52.99,22.71,1309.38
2001-05-23,0.415,112.1363,52.62,22.95,1289.05
2001-05-24,0.414,114.2376,53.45,23.08,1293.17
2001-05-25,0.406,112.5183,52.28,22.91,1277.89
2001-05-29,0.383,110.1018,50.54,22.8,1267.93
2001-05-30,0.353,107.5992,49.99,23.08,1248.08
2001-05-31,0.356,106.7873,49.29,23.54,1255.82
2001-06-01,0.373,107.8285,49.26,23.22,1260.67
2001-06-04,0.369,108.5448,50.0,23.68,1267.11
2001-06-05,0.374,111.7255,50.35,23.76,1283.57
2001-06-06,0.37,112.2318,49.51,23.29,1270.03
2001-06-07,0.387,111.993,50.71,22.99,1276.96
2001-06-08,0.381,110.8945,50.8,22.99,1264.96
2001-06-11,0.358,112.098,50.73,23.2,1254.39
2001-06-12,0.363,111.993,51.11,23.25,1255.85
2001-06-13,0.366,111.3148,50.51,22.95,1241.6
2001-06-14,0.355,110.5602,49.51,22.47,1219.87
2001-06-15,0.365,108.5066,48.9,22.71,1214.36
2001-06-18,0.363,109.1466,49.0,22.77,1208.43
2001-06-19,0.361,109.691,49.49,23.0,1212.58
2001-06-20,0.387,108.0195,49.24,23.4,1223.14
2001-06-21,0.402,107.5515,50.78,23.02,1237.04
2001-06-22,0.398,107.8094,50.71,23.15,1225.35
2001-06-25,0.428,107.5992,49.0,23.06,1218.6
2001-06-26,0.424,107.9717,47.15,23.35,1216.76
2001-06-27,0.417,108.4302,46.85,23.62,1211.07
2001-06-28,0.42,109.9394,47.0,23.49,1226.2
2001-06-29,0.415,107.9335,46.55,23.25,1224.42
2001-07-02,0.427,109.223,47.7,23.31,1236.71
2001-07-03,0.426,107.9144,47.89,23.33,1234.45
2001-07-05,0.414,107.0739,46.66,23.3,1219.24
2001-07-06,0.393,101.725,45.36,23.17,1190.59
2001-07-09,0.405,100.0248,45.99,23.38,1198.78
2001-07-10,0.378,97.3885,45.0,23.57,1181.52
2001-07-11,0.402,99.1938,45.71,23.4,1180.18
2001-07-12,0.435,102.4413,48.0,23.25,1208.14
2001-07-13,0.444,103.6639,48.7,23.34,1215.68
2001-07-16,0.428,102.9858,49.1,23.62,1202.45
2001-07-17,0.448,103.6639,49.52,23.58,1214.44
2001-07-18,0.371,99.6045,49.24,23.57,1207.71
2001-07-19,0.356,99.3371,49.8,23.4,1215.02
2001-07-20,0.357,100.9608,49.4,23.05,1210.85
2001-07-23,0.349,101.1041,47.97,22.83,1191.03
2001-07-24,0.341,99.8242,47.14,22.59,1171.65
2001-07-25,0.33,100.1872,49.21,22.45,1190.49
2001-07-26,0.332,101.2474,49.5,22.97,1202.93
2001-07-27,0.339,100.0057,49.65,22.98,1205.82
2001-07-30,0.338,101.1041,49.55,23.49,1204.52
2001-07-31,0.336,100.4928,50.37,23.5,1211.23
2001-08-01,0.34,102.2599,49.78,23.61,1215.93
2001-08-02,0.354,103.9218,49.78,23.6,1220.75
2001-08-03,0.348,103.3296,49.13,24.2,1214.35
2001-08-06,0.342,101.7345,48.28,23.4,1200.48
2001-08-07,0.344,101.4862,48.99,23.59,1204.4
2001-08-08,0.337,99.5185,47.88,23.17,1183.53
2001-08-09,0.34,99.4135,48.48,23.44,1183.43
2001-08-10,0.34,100.2445,48.46,23.15,1190.16
2001-08-13,0.341,101.1137,48.1,22.97,1191.29
2001-08-14,0.334,101.4384,49.3,23.09,1186.73
2001-08-15,0.329,100.3018,49.19,22.96,1178.02
2001-08-16,0.333,101.0086,49.89,23.15,1181.66
2001-08-17,0.323,99.9006,49.23,22.87,1161.97
2001-08-20,0.324,99.4326,49.8,23.0,1171.41
2001-08-21,0.32,97.3217,48.1,22.97,1157.26
2001-08-22,0.325,99.2988,48.8,23.29,1165.31
2001-08-23,0.318,98.3819,47.99,23.16,1162.09
2001-08-24,0.332,102.193,49.94,23.16,1184.93
2001-08-27,0.338,102.0688,48.99,23.36,1179.21
2001-08-28,0.329,100.2445,47.9,23.38,1161.51
2001-08-29,0.318,99.4612,47.0,23.3,1148.6
2001-08-30,0.318,95.8603,45.82,23.0,1129.03
2001-08-31,0.331,95.4686,45.95,23.17,1133.58
2001-09-04,0.326,96.9396,46.82,23.37,1132.94
2001-09-05,0.331,95.8507,45.99,23.38,1131.74
2001-09-06,0.316,93.6061,43.55,23.6,1106.4
2001-09-07,0.309,92.2593,40.95,23.86,1085.78
2001-09-10,0.31,92.1447,40.55,23.73,1092.54
2001-09-17,0.303,89.155,36.2,23.95,1038.77
2001-09-18,0.291,92.0778,36.69,24.24,1032.74
2001-09-19,0.304,91.6957,35.3,24.74,1016.1
2001-09-20,0.28,89.2123,32.8,25.65,984.54
2001-09-21,0.281,86.4423,33.11,25.55,965.8
2001-09-24,0.294,90.5495,36.01,25.05,1003.45
2001-09-25,0.277,90.2152,36.3,24.5,1012.27
2001-09-26,0.271,87.2065,35.55,24.27,1007.04
2001-09-27,0.277,85.9648,36.9,23.8,1018.61
2001-09-28,0.277,87.6076,38.37,23.98,1040.94
2001-10-01,0.277,88.5533,37.82,24.8,1038.55
2001-10-02,0.269,89.5657,39.05,25.04,1051.33
2001-10-03,0.268,92.6031,40.83,25.55,1072.28
2001-10-04,0.284,92.947,39.19,25.57,1069.63
2001-10-05,0.288,93.6252,39.41,25.87,1071.38
2001-10-08,0.289,94.0837,38.37,25.71,1062.44
2001-10-09,0.286,92.7846,37.9,25.07,1056.75
2001-10-10,0.3,92.8897,40.21,24.98,1080.99
2001-10-11,0.317,94.9433,43.1,24.4,1097.43
2001-10-12,0.322,96.3187,41.68,24.55,1091.65
2001-10-15,0.321,97.4267,40.96,24.98,1089.98
2001-10-16,0.322,97.2835,41.62,25.45,1097.54
2001-10-17,0.303,98.2864,40.51,25.36,1077.09
2001-10-18,0.321,96.7199,40.7,24.76,1068.61
2001-10-19,0.327,98.0476,40.41,25.16,1073.48
2001-10-22,0.34,100.531,39.95,24.83,1089.9
2001-10-23,0.324,101.0659,40.35,24.65,1084.78
2001-10-24,0.338,103.7022,40.2,24.2,1085.2
2001-10-25,0.343,105.6984,40.45,24.27,1100.09
2001-10-26,0.333,106.176,40.29,24.19,1104.61
2001-10-29,0.315,103.7499,38.62,24.32,1078.3
2001-10-30,0.314,103.7786,37.6,24.05,1059.79
2001-10-31,0.314,103.2246,38.23,23.9,1059.78
2001-11-01,0.332,104.963,38.4,24.0,1084.1
2001-11-02,0.332,104.5905,40.32,23.5,1087.2
2001-11-05,0.341,105.0394,41.55,24.2,1102.84
2001-11-06,0.349,109.0702,42.7,24.28,1118.86
2001-11-07,0.35,108.7454,41.95,24.0,1115.8
2001-11-08,0.334,108.7072,41.89,24.11,1118.54
2001-11-09,0.334,108.9651,42.11,24.18,1120.31
2001-11-12,0.335,109.7101,41.12,24.03,1118.33
2001-11-13,0.346,111.4676,44.0,24.0,1139.09
2001-11-14,0.35,109.223,46.23,23.65,1141.21
2001-11-15,0.347,109.6051,46.49,23.43,1142.24
2001-11-16,0.339,109.3663,45.8,23.6,1138.65
2001-11-19,0.357,109.8439,47.07,23.2,1151.06
2001-11-20,0.349,110.2641,46.18,23.63,1142.66
2001-11-21,0.351,109.2135,46.38,23.27,1137.03
